nExp,  A0x,  A0y,  A1x,  A1y,  A2x,  A2y,  A3x,  A3y,  A4x,  A4y,  A5x,  A5y,  A6x,  A6y,  A7x,  A7y,  A8x,  A8y,  A9x,  A9y,  A10x,  A10y,  A11x,  A11y,  A12x,  A12y,  A13x,  A13y,  A14x,  A14y 
 644,    1,   57,    1,   36,    1,   61,    1,   14,   11,   58,    1,   35,   10,   37,    0,   34,   11,   58,   10,   47,    1,   32,   10,   62,   11,   59,   10,   64,   11,   56
 645,    1,   53,    1,   49,    1,   58,   10,   39,   10,   44,    1,   52,    0,   46,    1,   62,    1,   58,    1,   38,   10,   40,   11,   63,    0,   44,   10,   58,    0,   63
 646,   10,   45,    1,   53,   11,   58,    0,   20,   11,   63,   10,   63,    1,   39,   10,   42,   11,   55,   10,   63,    0,   41,   10,   57,    0,   35,   10,   53,   11,   61
 647,   10,   55,    1,   15,   10,   54,   10,   48,    0,   43,   10,   50,   11,   55,    1,   12,   11,   59,    1,   59,   11,   61,   11,   59,   10,   48,   11,   62,   10,   38
 648,   11,   60,    1,   50,   10,   49,   10,   37,   10,   51,   10,   64,   11,   54,    1,   31,    1,   62,   10,   53,    0,   23,    1,   60,   11,   59,    0,   41,   10,   37
 649,    1,   53,   10,   64,    1,   50,   10,   40,    1,   41,   10,   36,   10,   52,   11,   57,    1,   40,    1,   20,    1,   17,   10,   53,   11,   59,   11,   56,   10,   53
 650,    1,   12,    0,   21,    1,   48,    1,   47,   10,   56,    0,   55,   11,   55,    0,   49,    0,   19,   11,   61,    1,   47,    1,   32,    0,   62,    1,   49,   11,   61
 651,   10,   55,    0,   33,   11,   57,    1,   32,    0,   38,   11,   61,   10,   50,   10,   45,   11,   61,   10,   42,   11,   65,    1,   26,   10,   40,    0,   62,    0,   21
 652,   11,   65,    1,   49,   10,   42,   10,   48,    0,   34,   11,   57,    0,   21,   11,   60,   11,   61,    0,   42,    0,   26,   11,   65,   10,   48,    1,   59,    0,   65
 653,    1,   37,    1,   14,   10,   58,    0,   33,    1,   19,   10,   54,    0,   24,    1,   44,   10,   56,   11,   64,   11,   61,   11,   59,    1,   35,    0,   26,    1,   14
 654,    1,   47,   11,   62,    1,   33,   10,   40,   11,   57,   11,   65,   10,   58,    0,   44,    1,   53,   10,   58,    1,   33,    1,   50,    0,   65,   11,   63,    0,   46
 655,   10,   45,   10,   61,   10,   39,   11,   65,   11,   63,   11,   63,   11,   58,   10,   53,    1,   25,    1,   30,    0,   62,    1,   13,   10,   61,   11,   54,   10,   60
 656,    0,   62,   11,   59,    1,   24,   10,   43,   11,   55,   10,   59,    0,   32,   10,   43,    1,   29,   10,   63,    1,   45,    1,   61,    1,   32,    0,   21,    0,   32
 657,    0,   30,    0,   36,   11,   54,    0,   25,   10,   56,   11,   57,   11,   56,    1,   14,   11,   57,   10,   38,   10,   63,    1,   44,    0,   33,    1,   26,    1,   36
 658,    0,   42,    0,   45,   10,   46,   11,   64,    0,   39,   11,   57,    0,   39,   11,   55,   11,   60,   10,   41,   11,   63,   11,   60,   11,   62,    0,   36,   11,   62
 659,   10,   45,    0,   62,    1,   60,    1,   49,    0,   24,   10,   50,   10,   55,    1,   40,    0,   59,    0,   26,    0,   18,   11,   63,    1,   28,   10,   56,    0,   57
 660,   11,   62,    0,   20,    0,   51,   10,   44,    1,   22,    1,   49,   10,   40,    0,   60,   11,   57,    0,   34,    0,   33,    1,   64,    0,   20,    0,   41,   11,   56
 661,   11,   57,   11,   60,   10,   54,    0,   47,    0,   32,    1,   31,   10,   42,    0,   24,    0,   50,    1,   39,    1,   47,   11,   63,    0,   35,    0,   62,    1,   42
 662,    0,   50,   11,   59,   10,   40,   11,   57,   10,   37,    0,   21,   10,   64,   10,   44,    0,   31,    0,   49,    0,   47,    0,   64,    0,   50,   10,   56,    1,   46
 663,    0,   37,   10,   60,   11,   62,   11,   54,   10,   48,   11,   57,    1,   20,    1,   61,    0,   26,    1,   51,    0,   60,    0,   40,    0,   27,   10,   63,    0,   46
 664,    0,   40,   11,   55,   10,   61,   10,   46,    1,   43,    1,   60,   10,   43,   11,   65,    1,   35,   10,   56,   10,   41,    0,   28,    0,   41,    0,   63,    1,   47
 665,   10,   51,   10,   37,   10,   64,   11,   57,    0,   42,    1,   47,    0,   55,   10,   53,   10,   56,   11,   61,   10,   63,    0,   23,    1,   24,   11,   58,   10,   55
 666,    0,   56,   10,   54,   11,   54,   10,   52,   11,   64,    1,   16,   11,   63,    1,   17,    0,   36,    1,   52,    1,   33,   10,   50,   11,   56,   10,   44,    0,   19
 667,    1,   19,   11,   65,   10,   48,   10,   46,   10,   53,   11,   56,   11,   58,   11,   57,   10,   41,   11,   55,    1,   22,   11,   60,    0,   37,    0,   30,    0,   60
 668,   11,   60,   10,   41,    0,   27,    1,   46,    1,   20,   10,   46,   10,   60,    1,   29,   11,   56,    0,   24,   11,   60,   11,   63,    0,   30,    1,   44,    1,   63
 669,    1,   14,   11,   58,   10,   38,    1,   38,   11,   58,   11,   65,   11,   60,   10,   45,    0,   19,    1,   50,   10,   50,   11,   58,   10,   43,    1,   23,   10,   56
 670,    1,   25,    1,   60,    1,   40,   10,   51,    1,   37,    1,   22,   11,   54,   11,   58,    1,   17,   11,   57,    1,   14,   11,   57,    0,   20,    1,   33,    1,   20
 671,   10,   38,    1,   20,    1,   32,    1,   31,   10,   47,    0,   36,   10,   44,    1,   49,    1,   27,    0,   40,   10,   45,    0,   38,   11,   61,   10,   52,    0,   47
 672,    1,   12,   10,   54,   10,   37,   11,   62,    1,   47,   11,   63,   10,   43,   11,   65,   11,   65,    0,   21,    1,   16,    0,   58,   11,   58,   10,   40,   11,   56
 673,   10,   42,    1,   37,   10,   58,   11,   55,   10,   56,   10,   47,   10,   47,    0,   22,    0,   29,   11,   57,    1,   44,   10,   51,   10,   36,    0,   61,    0,   62
 674,   10,   60,    1,   25,    0,   50,   10,   65,   10,   37,   10,   62,    0,   57,   11,   55,   11,   60,    1,   42,    0,   52,   11,   62,    1,   61,    0,   22,   10,   55
 675,    0,   54,   10,   64,   11,   61,    0,   65,    1,   35,    0,   63,    1,   43,   11,   56,   10,   40,    0,   62,    1,   30,    0,   24,   10,   53,    0,   36,    0,   25
 676,   11,   62,    1,   42,   10,   47,   10,   43,   10,   57,    0,   45,    1,   14,    0,   57,   10,   55,   11,   57,    0,   52,    1,   21,    0,   30,    0,   23,    0,   58
 677,    1,   28,   11,   58,    0,   63,    1,   29,    0,   56,   11,   65,   11,   59,    1,   31,   10,   41,    1,   18,    0,   56,    0,   38,    1,   44,    0,   49,   11,   62
 678,   10,   51,    0,   62,   11,   54,    0,   56,   10,   64,    1,   47,   11,   61,    0,   27,   10,   59,   10,   43,    1,   40,   10,   36,    0,   49,   11,   65,   11,   65
 679,    0,   46,    0,   47,    0,   51,   10,   50,    0,   38,    0,   44,   11,   65,    0,   45,    0,   59,   10,   38,   11,   57,   10,   46,   11,   62,    0,   27,    0,   56
 680,    1,   33,    0,   63,    0,   39,    0,   50,   10,   51,   10,   55,    1,   26,   11,   56,    1,   52,    1,   46,    0,   58,   11,   63,   11,   63,   11,   62,    0,   61
 681,    0,   49,   11,   58,    0,   65,   10,   42,    0,   45,   10,   36,    1,   60,    0,   55,   10,   37,    1,   37,   11,   60,   10,   47,   11,   56,   10,   64,   11,   58
 682,    1,   45,   11,   55,    0,   63,    0,   25,   10,   63,   11,   63,    0,   49,    0,   25,    0,   41,    1,   52,   11,   54,    1,   37,   11,   55,    0,   59,   10,   55
 683,   10,   39,   10,   43,   11,   59,    1,   60,   10,   48,    1,   62,   11,   57,   11,   55,   10,   60,    1,   51,   10,   40,   11,   58,   10,   65,    1,   26,    0,   42
 684,   11,   55,    1,   58,   11,   57,   10,   56,   10,   59,    1,   15,   11,   57,    0,   51,    0,   26,    0,   36,    1,   45,    0,   53,    1,   40,   10,   54,    1,   52
 685,    1,   64,    1,   27,   10,   61,   11,   54,    1,   52,   11,   65,    0,   46,   10,   54,   10,   37,   10,   58,    1,   53,    1,   37,    0,   48,    0,   45,    1,   24
 686,   10,   52,    0,   41,   10,   61,    0,   18,    1,   29,   11,   58,   11,   65,   11,   57,    0,   22,    1,   60,   10,   43,   10,   37,    1,   61,    1,   52,   10,   53
 687,   11,   61,    1,   30,    0,   54,    0,   28,    1,   45,   11,   60,    0,   61,   11,   59,    0,   64,    1,   43,   10,   61,    0,   24,   11,   62,   10,   54,    0,   27
 688,    0,   65,    1,   63,    0,   32,    1,   33,    1,   33,    1,   56,    0,   54,   11,   54,    1,   16,   10,   36,    1,   43,    0,   59,   10,   43,    1,   17,    1,   62
 689,   11,   56,   10,   65,    0,   23,   10,   58,    0,   63,    1,   43,    1,   58,   10,   54,    0,   65,    0,   52,   11,   63,    0,   38,   11,   59,    1,   42,    1,   37
 690,   11,   54,   11,   64,   11,   63,    1,   42,   11,   57,    0,   41,   10,   63,   11,   55,   11,   64,    0,   39,   10,   61,    0,   19,    1,   41,   10,   58,    0,   58
 691,   11,   60,    1,   60,    1,   55,   10,   63,   11,   58,    1,   16,   10,   52,   11,   61,    1,   44,    0,   65,   11,   62,   10,   61,   10,   56,    0,   25,   10,   47
 692,    0,   44,    1,   18,   10,   63,    0,   61,   11,   58,   11,   60,    1,   43,    0,   30,   10,   36,   10,   43,   10,   43,   10,   55,   10,   51,   11,   63,    1,   28
 693,   10,   53,    0,   47,    1,   65,   11,   58,    0,   25,    1,   20,    1,   26,    0,   25,    0,   49,    1,   24,   10,   63,    0,   52,   10,   53,   11,   65,   10,   39
 694,   11,   56,   10,   42,    0,   57,    0,   41,   10,   37,    0,   31,   10,   62,    0,   19,    0,   64,    0,   44,    1,   22,   10,   40,    1,   62,    0,   37,    1,   49
 695,   10,   61,   10,   60,    1,   64,    1,   15,    0,   45,    1,   32,    1,   43,    1,   37,    1,   56,    0,   60,    1,   21,    1,   47,    0,   64,   10,   61,   11,   64
 696,    0,   48,   11,   62,    1,   44,    0,   46,   11,   58,   11,   54,   10,   36,    0,   27,    0,   19,    0,   52,    0,   48,    0,   40,    0,   52,    1,   35,    0,   19
 697,   10,   36,    0,   30,   11,   60,    1,   20,   10,   49,   10,   53,    0,   40,    0,   48,    0,   54,   10,   44,   11,   63,    0,   31,   11,   57,    0,   30,    0,   28
 698,    0,   26,   11,   59,    1,   41,   11,   56,   10,   61,    1,   39,   10,   43,    1,   55,   10,   56,    0,   32,   10,   41,   11,   65,    0,   19,    1,   28,    0,   55
 699,   11,   60,   11,   65,    1,   55,   10,   45,   11,   56,   10,   50,    0,   33,    1,   47,    1,   64,    0,   41,    0,   55,   11,   57,    0,   48,    0,   23,    0,   34
 700,    1,   21,    1,   47,    0,   31,   10,   41,    0,   44,    1,   14,   10,   57,    0,   19,    0,   64,   11,   58,    1,   34,    1,   54,    1,   58,    0,   37,   11,   63
 701,   10,   63,    1,   34,    0,   65,   10,   59,   11,   56,    0,   44,    1,   21,    0,   52,    0,   51,   10,   56,   10,   54,   11,   62,    1,   12,   11,   64,    0,   58
 702,   10,   43,    0,   33,   11,   60,    0,   52,    1,   57,   10,   61,   10,   41,    0,   46,    1,   51,    1,   14,    0,   57,   10,   50,    1,   61,   11,   57,    0,   28
 703,    1,   55,   10,   56,   10,   45,    1,   30,   10,   54,   11,   54,   11,   63,   11,   60,    0,   22,    0,   20,    0,   23,    0,   25,   11,   54,   11,   62,   10,   52
 704,    1,   52,    1,   49,    1,   62,   10,   43,    0,   59,    0,   42,   11,   62,   10,   63,   10,   51,    1,   28,    0,   51,   11,   58,   11,   61,    1,   45,   10,   59
 705,    0,   47,   11,   57,    1,   45,   10,   36,    0,   35,   11,   63,    1,   23,    0,   27,   11,   63,   10,   38,    1,   57,    0,   22,    1,   20,    1,   63,   10,   57
 706,   10,   51,    1,   43,    0,   65,   10,   51,   10,   43,    0,   36,   10,   45,   10,   60,    1,   16,    1,   59,    1,   30,    0,   31,    1,   35,   10,   56,    1,   21
 707,    1,   55,    1,   54,    0,   45,   10,   38,   10,   36,   11,   57,    0,   28,    0,   48,    0,   44,    1,   25,   10,   40,    1,   32,   10,   64,    1,   30,    1,   55
 708,    0,   45,    1,   64,    1,   54,   10,   41,    0,   50,   11,   60,   11,   61,    1,   58,   10,   38,   11,   57,    1,   51,   10,   55,   10,   51,    1,   19,   10,   38
 709,    1,   24,    0,   54,    1,   28,    1,   31,    0,   53,    0,   32,   11,   61,    1,   65,    1,   57,   11,   56,   11,   56,   10,   46,   11,   60,   11,   58,   10,   51
 710,   10,   44,    1,   22,    1,   25,   11,   58,   11,   55,    0,   31,    1,   40,    0,   35,   10,   61,    0,   34,    1,   46,   11,   62,   10,   37,    0,   47,    1,   61
 711,    1,   17,    0,   48,    0,   20,    1,   29,    0,   24,    0,   39,   10,   37,   11,   61,    1,   36,    0,   32,    0,   40,   10,   37,    1,   36,    0,   26,   11,   57
 712,   10,   47,    1,   33,   10,   50,    0,   21,   10,   59,    0,   26,    0,   18,    1,   21,   11,   61,   11,   55,   11,   55,    0,   37,    1,   17,   10,   44,    0,   27
 713,   11,   62,    1,   28,    0,   23,   10,   46,   11,   56,   10,   57,   11,   54,    0,   54,   10,   44,   11,   55,    0,   48,   11,   57,    0,   22,   11,   54,    0,   30
 714,   11,   57,   11,   64,    0,   50,    0,   19,   10,   50,    1,   35,    1,   21,    0,   64,    0,   53,    1,   43,   10,   57,    0,   50,    1,   23,   11,   62,    0,   39
 715,   10,   41,   10,   40,   10,   59,   11,   57,   11,   58,   10,   63,   10,   42,    0,   46,    1,   37,    1,   32,   11,   62,   10,   36,   11,   59,   11,   64,    1,   31
 716,    1,   54,   10,   47,   11,   55,    1,   32,   11,   58,    0,   22,    0,   28,    1,   60,   10,   46,   11,   62,   11,   61,    1,   32,    0,   24,   10,   53,    1,   29
 717,    0,   40,    1,   49,   10,   44,   10,   61,   11,   56,   10,   41,    1,   38,    1,   48,    0,   60,    0,   47,    0,   39,   10,   53,   11,   59,    0,   35,   10,   62
 718,   11,   63,   10,   39,   10,   37,    0,   59,   11,   60,    1,   40,   11,   54,    0,   28,   11,   63,   10,   42,    0,   19,   11,   56,   11,   64,    0,   28,    1,   20
 719,    1,   28,   11,   62,    1,   22,    0,   46,   11,   58,   11,   55,    1,   19,    0,   45,   10,   58,    1,   63,   10,   49,   11,   62,   11,   58,   11,   62,    0,   20
 720,   11,   64,    0,   64,   10,   53,   10,   51,    0,   51,    0,   24,   11,   64,    0,   38,    0,   51,    0,   62,   11,   57,   11,   61,   11,   65,   11,   59,    0,   41
 721,   10,   64,   10,   46,    1,   45,   11,   59,   11,   60,   10,   63,   10,   59,   11,   54,    0,   37,   11,   55,   10,   62,   10,   38,    0,   50,    1,   40,    1,   28
 722,   10,   59,    1,   50,    1,   57,   11,   57,    0,   41,   10,   64,    1,   46,   11,   62,   11,   54,    0,   61,   10,   46,   11,   56,    0,   34,   10,   49,   10,   63
 723,    1,   45,    1,   51,   11,   56,   10,   50,    0,   30,   11,   54,    1,   60,   10,   47,    0,   39,    0,   58,   10,   36,    0,   46,    1,   53,   10,   45,    0,   51
 724,   10,   60,    1,   43,   10,   39,    1,   31,   11,   63,    1,   46,    0,   57,   11,   55,    0,   19,    0,   34,    0,   45,    0,   61,    1,   59,   10,   60,    1,   56
 725,   10,   65,   10,   43,   11,   60,   10,   55,   11,   65,    0,   46,    1,   21,   10,   39,    0,   21,    0,   30,    1,   33,   11,   54,   11,   63,   11,   64,    1,   31
 726,    1,   60,    1,   53,   11,   62,   10,   51,    0,   22,   11,   63,   10,   43,    1,   32,    1,   56,   10,   56,    1,   63,    1,   24,    0,   30,    0,   55,   11,   64
 727,   10,   48,    1,   45,    0,   18,   10,   48,    1,   34,   11,   64,   11,   59,    0,   23,   11,   63,   11,   61,    1,   40,   10,   60,   10,   36,   10,   44,   11,   59
 728,   10,   64,    1,   58,   11,   61,   11,   58,   10,   58,   10,   44,    1,   31,   10,   62,    1,   35,    1,   47,    0,   43,    1,   32,   11,   54,   10,   47,   10,   60
 729,   10,   43,   11,   56,   10,   52,   10,   50,   10,   45,    1,   46,    1,   61,   11,   54,   10,   63,    1,   50,   10,   63,   10,   42,    1,   43,    0,   34,    0,   44
 730,   11,   65,    1,   60,    0,   40,   10,   42,    0,   19,    1,   53,    0,   33,   10,   41,   10,   54,   10,   61,    0,   59,   11,   64,    0,   61,    0,   33,    0,   40
 731,   10,   41,    0,   46,    1,   21,   11,   60,   10,   54,    1,   53,   11,   65,   10,   63,    0,   45,    0,   62,    1,   58,    1,   56,   11,   58,    1,   26,   10,   39
 732,   11,   54,   11,   61,    0,   26,    1,   14,   10,   50,   11,   65,    1,   63,    1,   21,   11,   63,   11,   64,   11,   63,    0,   37,   10,   53,   11,   63,   10,   64
 733,   11,   55,   10,   44,   10,   57,    0,   34,    1,   33,    1,   43,    0,   45,   11,   60,    0,   53,    0,   40,   10,   46,   10,   63,    1,   14,   11,   57,    0,   50
 734,    1,   49,   10,   48,    0,   48,   10,   56,   10,   41,    1,   58,   11,   62,    0,   37,   11,   64,    0,   33,    0,   62,    0,   53,   10,   43,   11,   55,   11,   56
 735,    0,   32,   11,   61,   10,   56,    1,   41,    1,   32,   10,   65,   11,   61,   11,   59,    0,   40,   10,   60,    0,   47,   10,   39,    1,   42,    1,   39,   10,   60
 736,   10,   54,    1,   39,   11,   64,   10,   64,   10,   49,   11,   61,   10,   42,    0,   54,    1,   48,   10,   53,   10,   46,    0,   63,    1,   24,    1,   38,   11,   62
 737,    0,   35,    0,   18,   10,   37,   11,   57,    1,   20,    1,   14,    1,   23,   10,   57,   10,   59,   11,   57,   11,   57,    1,   27,   11,   64,   10,   48,    1,   52
 738,    1,   41,   11,   64,    1,   56,   10,   51,   11,   61,   11,   61,   10,   50,   10,   59,    1,   65,   11,   58,   11,   56,   10,   54,    1,   21,   11,   60,    1,   59
 739,   10,   42,   10,   50,    1,   52,   10,   45,   11,   59,   10,   57,   11,   64,    1,   65,   10,   54,   10,   47,   11,   60,   11,   59,   10,   37,    1,   41,   10,   49
