nExp, Time,  AVy,  A0x,  A0y 
 553,    5,   28,    1,   43
 553,    6,   34,    1,   42
 553,    7,   40,    1,   41
 553,    8,   46,    1,   40
 553,    9,   52,    1,   39
 553,   10,   58,    1,   38
 553,   11,   64,    1,   37
   0,  554,    0,   10,   48
 554,    1,    5,   10,   47
 554,    2,   11,   10,   46
 554,    3,   17,   10,   45
 554,    4,   23,   10,   44
 554,    5,   29,   10,   43
 554,    6,   35,   10,   42
 554,    7,   41,   10,   41
 554,    8,   47,   10,   40
 554,    9,   53,   10,   39
 554,   10,   59,    9,   39
   0,  555,    0,    1,   15
 555,    1,    0,    1,   14
 555,    2,    6,    1,   13
 555,    3,   12,    1,   12
 555,    4,   18,    1,   11
 555,    5,   24,    1,   10
 555,    6,   30,    1,    9
 555,    7,   36,    1,    8
 555,    8,   42,    1,    7
 555,    9,   48,    1,    6
 555,   10,   54,    2,    6
 555,   11,   60,    3,    6
   0,  556,    0,    0,   24
 556,    1,    1,    0,   23
 556,    2,    7,    0,   22
 556,    3,   13,    0,   21
 556,    4,   19,    0,   20
 556,    5,   25,    0,   19
 556,    6,   31,    0,   18
 556,    7,   37,    0,   17
 556,    8,   43,    1,   17
 556,    9,   49,    2,   17
 556,   10,   55,    3,   17
 556,   11,   61,    4,   17
   0,  557,    0,    1,   46
 557,    1,    2,    2,   46
 557,    2,    8,    3,   46
 557,    3,   14,    4,   46
 557,    4,   20,    5,   46
 557,    5,   26,    6,   46
 557,    6,   32,    7,   46
 557,    7,   38,    8,   46
 557,    8,   44,    9,   46
 557,    9,   50,   10,   46
 557,   10,   56,   11,   46
 557,   11,   62,   10,   46
   0,  558,    0,   11,   54
 558,    1,    3,   11,   53
 558,    2,    9,   11,   52
 558,    3,   15,   11,   51
 558,    4,   21,   11,   50
 558,    5,   27,   10,   50
 558,    6,   33,    9,   50
 558,    7,   39,    8,   50
 558,    8,   45,    7,   50
 558,    9,   51,    6,   50
 558,   10,   57,    5,   50
 558,   11,   63,    4,   50
   0,  559,    0,   11,   54
 559,    1,    4,   10,   54
 559,    2,   10,    9,   54
 559,    3,   16,    8,   54
 559,    4,   22,    7,   54
 559,    5,   28,    6,   54
 559,    6,   34,    5,   54
 559,    7,   40,    4,   54
 559,    8,   46,    3,   54
 559,    9,   52,    2,   54
   0,  560,    0,   10,   58
 560,    1,    4,   10,   57
 560,    2,   10,    9,   57
 560,    3,   16,    8,   57
 560,    4,   22,    7,   57
 560,    5,   28,    6,   57
 560,    6,   34,    5,   57
 560,    7,   40,    4,   57
 560,    8,   46,    3,   57
 560,    9,   52,    2,   57
   0,  561,    0,   10,   64
 561,    1,    1,   10,   63
 561,    2,    7,   10,   62
 561,    3,   13,   10,   61
 561,    4,   19,   10,   60
 561,    5,   25,   10,   59
 561,    6,   31,   10,   58
 561,    7,   37,   10,   57
 561,    8,   43,   10,   56
 561,    9,   49,   10,   55
 561,   10,   55,   10,   54
 561,   11,   61,   10,   53
   0,  562,    0,    1,   43
 562,    1,    2,    1,   42
 562,    2,    8,    1,   41
 562,    3,   14,    1,   40
 562,    4,   20,    1,   39
 562,    5,   26,    2,   39
 562,    6,   32,    3,   39
 562,    7,   38,    4,   39
   0,  563,    0,    0,   44
 563,    1,    5,    0,   43
 563,    2,   11,    0,   42
 563,    3,   17,    0,   41
 563,    4,   23,    1,   41
 563,    5,   29,    2,   41
 563,    6,   35,    3,   41
   0,  564,    0,   11,   56
 564,    1,    0,   11,   55
 564,    2,    6,   11,   54
 564,    3,   12,   11,   53
 564,    4,   18,   11,   52
 564,    5,   24,   11,   51
 564,    6,   30,   11,   50
 564,    7,   36,   11,   49
 564,    8,   42,   10,   49
 564,    9,   48,    9,   49
 564,   10,   54,    8,   49
 564,   11,   60,    7,   49
   0,  565,    0,    1,   49
 565,    1,    1,    1,   48
 565,    2,    7,    1,   47
 565,    3,   13,    1,   46
 565,    4,   19,    1,   45
 565,    5,   25,    1,   44
 565,    6,   31,    1,   43
 565,    7,   37,    1,   42
 565,    8,   43,    1,   41
 565,    9,   49,    1,   40
 565,   10,   55,    1,   39
 565,   11,   61,    1,   38
   0,  566,    0,    1,   25
 566,    1,    2,    1,   24
 566,    2,    8,    1,   23
 566,    3,   14,    1,   22
 566,    4,   20,    1,   21
 566,    5,   26,    1,   20
 566,    6,   32,    1,   19
 566,    7,   38,    1,   18
 566,    8,   44,    1,   17
 566,    9,   50,    1,   16
 566,   10,   56,    1,   15
 566,   11,   62,    1,   14
   0,  567,    0,   11,   65
 567,    1,    3,   11,   64
 567,    2,    9,   11,   63
 567,    3,   15,   11,   62
 567,    4,   21,   11,   61
 567,    5,   27,   11,   60
 567,    6,   33,   11,   59
 567,    7,   39,   11,   58
 567,    8,   45,   11,   57
 567,    9,   51,   10,   57
 567,   10,   57,    9,   57
 567,   11,   63,    8,   57
   0,  568,    0,    0,   61
 568,    1,    4,    0,   60
 568,    2,   10,    0,   59
 568,    3,   16,    0,   58
 568,    4,   22,    0,   57
 568,    5,   28,    0,   56
 568,    6,   34,    0,   55
 568,    7,   40,    0,   54
 568,    8,   46,    0,   53
 568,    9,   52,    0,   52
 568,   10,   58,    0,   51
 568,   11,   64,    0,   50
   0,  569,    0,   10,   37
 569,    1,    5,   10,   36
 569,    2,   11,   10,   35
 569,    3,   17,    9,   35
 569,    4,   23,    8,   35
 569,    5,   29,    7,   35
 569,    6,   35,    6,   35
 569,    7,   41,    5,   35
 569,    8,   47,    4,   35
 569,    9,   53,    3,   35
 569,   10,   59,    2,   35
   0,  570,    0,   10,   55
 570,    1,    0,    9,   55
 570,    2,    6,    8,   55
 570,    3,   12,    7,   55
 570,    4,   18,    6,   55
 570,    5,   24,    5,   55
 570,    6,   30,    4,   55
 570,    7,   36,    3,   55
 570,    8,   42,    2,   55
 570,    9,   48,    1,   55
 570,   10,   54,    2,   55
   0,  571,    0,    0,   54
 571,    1,    5,    0,   53
 571,    2,   11,    0,   52
 571,    3,   17,    0,   51
 571,    4,   23,    0,   50
 571,    5,   29,    0,   49
 571,    6,   35,    1,   49
 571,    7,   41,    2,   49
 571,    8,   47,    3,   49
   0,  572,    0,   11,   54
 572,    1,    4,   11,   53
 572,    2,   10,   11,   52
 572,    3,   16,   11,   51
 572,    4,   22,   11,   50
 572,    5,   28,   11,   49
 572,    6,   34,   11,   48
 572,    7,   40,   11,   47
 572,    8,   46,   11,   46
 572,    9,   52,   11,   45
 572,   10,   58,   11,   44
 572,   11,   64,   11,   43
   0,  573,    0,   10,   49
 573,    1,    5,   10,   48
 573,    2,   11,   10,   47
 573,    3,   17,   10,   46
 573,    4,   23,   10,   45
 573,    5,   29,    9,   45
 573,    6,   35,    8,   45
 573,    7,   41,    7,   45
 573,    8,   47,    6,   45
 573,    9,   53,    5,   45
 573,   10,   59,    4,   45
   0,  574,    0,    0,   40
 574,    1,    0,    0,   39
 574,    2,    6,    0,   38
 574,    3,   12,    0,   37
 574,    4,   18,    0,   36
 574,    5,   24,    0,   35
 574,    6,   30,    0,   34
 574,    7,   36,    0,   33
 574,    8,   42,    0,   32
 574,    9,   48,    0,   31
 574,   10,   54,    0,   30
 574,   11,   60,    0,   29
   0,  575,    0,    0,   34
 575,    1,    1,    0,   33
 575,    2,    7,    0,   32
 575,    3,   13,    0,   31
 575,    4,   19,    0,   30
 575,    5,   25,    0,   29
 575,    6,   31,    0,   28
 575,    7,   37,    0,   27
 575,    8,   43,    0,   26
 575,    9,   49,    0,   25
 575,   10,   55,    0,   24
 575,   11,   61,    0,   23
   0,  576,    0,   10,   50
 576,    1,    2,   10,   49
 576,    2,    8,   10,   48
 576,    3,   14,   10,   47
 576,    4,   20,    9,   47
 576,    5,   26,    8,   47
 576,    6,   32,    7,   47
 576,    7,   38,    6,   47
 576,    8,   44,    5,   47
   0,  577,    0,   10,   52
 577,    1,    3,   10,   51
 577,    2,    9,   10,   50
 577,    3,   15,   10,   49
 577,    4,   21,   10,   48
 577,    5,   27,   10,   47
 577,    6,   33,   10,   46
 577,    7,   39,   10,   45
 577,    8,   45,   10,   44
 577,    9,   51,   10,   43
 577,   10,   57,   10,   42
 577,   11,   63,   10,   41
   0,  578,    0,   11,   58
 578,    1,    4,   11,   57
 578,    2,   10,   11,   56
 578,    3,   16,   11,   55
 578,    4,   22,   11,   54
 578,    5,   28,   11,   53
 578,    6,   34,   11,   52
 578,    7,   40,   11,   51
 578,    8,   46,   11,   50
 578,    9,   52,   11,   49
 578,   10,   58,   11,   48
 578,   11,   64,   11,   47
   0,  579,    0,   11,   54
 579,    1,    5,   11,   53
 579,    2,   11,   11,   52
 579,    3,   17,   11,   51
 579,    4,   23,   11,   50
 579,    5,   29,   11,   49
 579,    6,   35,   11,   48
 579,    7,   41,   11,   47
 579,    8,   47,   11,   46
 579,    9,   53,   11,   45
 579,   10,   59,   11,   44
   0,  580,    0,    1,   31
 580,    1,    0,    1,   30
 580,    2,    6,    1,   29
 580,    3,   12,    1,   28
 580,    4,   18,    1,   27
 580,    5,   24,    1,   26
 580,    6,   30,    1,   25
 580,    7,   36,    1,   24
 580,    8,   42,    1,   23
 580,    9,   48,    1,   22
 580,   10,   54,    1,   21
 580,   11,   60,    1,   20
   0,  581,    0,    1,   57
 581,    1,    1,    1,   56
 581,    2,    7,    1,   55
 581,    3,   13,    1,   54
 581,    4,   19,    1,   53
 581,    5,   25,    2,   53
 581,    6,   31,    3,   53
 581,    7,   37,    4,   53
 581,    8,   43,    5,   53
 581,    9,   49,    6,   53
 581,   10,   55,    7,   53
 581,   11,   61,    8,   53
   0,  582,    0,   10,   65
 582,    1,    2,   10,   64
 582,    2,    8,   10,   63
 582,    3,   14,   10,   62
 582,    4,   20,   10,   61
 582,    5,   26,   10,   60
 582,    6,   32,   10,   59
 582,    7,   38,    9,   59
 582,    8,   44,    8,   59
 582,    9,   50,    7,   59
 582,   10,   56,    6,   59
 582,   11,   62,    5,   59
   0,  583,    0,   11,   55
 583,    1,    3,   11,   54
 583,    2,    9,   11,   53
 583,    3,   15,   11,   52
 583,    4,   21,   11,   51
 583,    5,   27,   11,   50
 583,    6,   33,   11,   49
 583,    7,   39,   11,   48
 583,    8,   45,   11,   47
 583,    9,   51,   11,   46
 583,   10,   57,   11,   45
 583,   11,   63,   11,   44
   0,  584,    0,    1,   13
 584,    1,    4,    1,   12
 584,    2,   10,    1,   11
 584,    3,   16,    2,   11
 584,    4,   22,    3,   11
 584,    5,   28,    4,   11
 584,    6,   34,    5,   11
 584,    7,   40,    6,   11
 584,    8,   46,    7,   11
 584,    9,   52,    8,   11
 584,   10,   58,    9,   11
 584,   11,   64,   10,   11
   0,  585,    0,   10,   36
 585,    1,    5,    9,   36
 585,    2,   11,    8,   36
 585,    3,   17,    7,   36
 585,    4,   23,    6,   36
 585,    5,   29,    5,   36
 585,    6,   35,    4,   36
   0,  586,    0,   11,   56
 586,    1,    5,   11,   55
 586,    2,   11,   11,   54
 586,    3,   17,   11,   53
 586,    4,   23,   11,   52
 586,    5,   29,   11,   51
 586,    6,   35,   11,   50
 586,    7,   41,   11,   49
 586,    8,   47,   11,   48
 586,    9,   53,   11,   47
 586,   10,   59,   11,   46
   0,  587,    0,    1,   15
 587,    1,    0,    1,   14
 587,    2,    6,    1,   13
 587,    3,   12,    1,   12
 587,    4,   18,    1,   11
 587,    5,   24,    1,   10
 587,    6,   30,    1,    9
 587,    7,   36,    1,    8
 587,    8,   42,    1,    7
 587,    9,   48,    1,    6
 587,   10,   54,    1,    5
 587,   11,   60,    1,    4
   0,  588,    0,    1,   33
 588,    1,    1,    1,   32
 588,    2,    7,    1,   31
 588,    3,   13,    1,   30
 588,    4,   19,    1,   29
 588,    5,   25,    1,   28
 588,    6,   31,    1,   27
 588,    7,   37,    1,   26
 588,    8,   43,    1,   25
 588,    9,   49,    1,   24
 588,   10,   55,    2,   24
 588,   11,   61,    3,   24
   0,  589,    0,    0,   54
 589,    1,    2,    0,   53
 589,    2,    8,    0,   52
 589,    3,   14,    0,   51
 589,    4,   20,    0,   50
 589,    5,   26,    0,   49
 589,    6,   32,    0,   48
 589,    7,   38,    0,   47
 589,    8,   44,    0,   46
 589,    9,   50,    0,   45
 589,   10,   56,    1,   45
 589,   11,   62,    2,   45
   0,  590,    0,   10,   46
 590,    1,    3,    9,   46
 590,    2,    9,    8,   46
 590,    3,   15,    7,   46
 590,    4,   21,    6,   46
 590,    5,   27,    5,   46
 590,    6,   33,    4,   46
 590,    7,   39,    3,   46
 590,    8,   45,    2,   46
   0,  591,    0,   11,   54
 591,    1,    5,   11,   53
 591,    2,   11,   11,   52
 591,    3,   17,   11,   51
 591,    4,   23,   11,   50
 591,    5,   29,   11,   49
 591,    6,   35,   11,   48
 591,    7,   41,   11,   47
 591,    8,   47,   11,   46
 591,    9,   53,   11,   45
 591,   10,   59,   11,   44
   0,  592,    0,    0,   35
 592,    1,    0,    1,   35
 592,    2,    6,    2,   35
 592,    3,   12,    3,   35
 592,    4,   18,    4,   35
 592,    5,   24,    5,   35
 592,    6,   30,    6,   35
 592,    7,   36,    7,   35
 592,    8,   42,    8,   35
 592,    9,   48,    9,   35
 592,   10,   54,   10,   35
 592,   11,   60,   11,   35
   0,  593,    0,   11,   63
 593,    1,    1,   11,   62
 593,    2,    7,   11,   61
 593,    3,   13,   11,   60
 593,    4,   19,   10,   60
 593,    5,   25,    9,   60
 593,    6,   31,    8,   60
 593,    7,   37,    7,   60
 593,    8,   43,    6,   60
 593,    9,   49,    5,   60
 593,   10,   55,    4,   60
   0,  594,    0,   10,   52
 594,    1,    1,   10,   51
 594,    2,    7,   10,   50
 594,    3,   13,   10,   49
 594,    4,   19,    9,   49
 594,    5,   25,    8,   49
 594,    6,   31,    7,   49
 594,    7,   37,    6,   49
 594,    8,   43,    5,   49
   0,  595,    0,   11,   58
 595,    1,    0,   11,   57
 595,    2,    6,   11,   56
 595,    3,   12,   11,   55
 595,    4,   18,   11,   54
 595,    5,   24,   10,   54
 595,    6,   30,    9,   54
 595,    7,   36,    8,   54
 595,    8,   42,    7,   54
 595,    9,   48,    6,   54
 595,   10,   54,    5,   54
 595,   11,   60,    4,   54
   0,  596,    0,    0,   56
 596,    1,    1,    0,   55
 596,    2,    7,    0,   54
 596,    3,   13,    0,   53
 596,    4,   19,    0,   52
 596,    5,   25,    0,   51
 596,    6,   31,    0,   50
 596,    7,   37,    0,   49
 596,    8,   43,    1,   49
 596,    9,   49,    2,   49
 596,   10,   55,    3,   49
 596,   11,   61,    4,   49
   0,  597,    0,    0,   36
 597,    1,    2,    0,   35
 597,    2,    8,    0,   34
 597,    3,   14,    0,   33
 597,    4,   20,    0,   32
 597,    5,   26,    0,   31
 597,    6,   32,    0,   30
 597,    7,   38,    0,   29
 597,    8,   44,    0,   28
 597,    9,   50,    0,   27
 597,   10,   56,    0,   26
 597,   11,   62,    0,   25
   0,  598,    0,    1,   18
 598,    1,    3,    1,   17
 598,    2,    9,    1,   16
 598,    3,   15,    1,   15
 598,    4,   21,    1,   14
 598,    5,   27,    1,   13
 598,    6,   33,    1,   12
 598,    7,   39,    1,   11
 598,    8,   45,    1,   10
 598,    9,   51,    1,    9
 598,   10,   57,    1,    8
 598,   11,   63,    1,    7
   0,  599,    0,    1,   21
 599,    1,    4,    1,   20
 599,    2,   10,    1,   19
 599,    3,   16,    1,   18
 599,    4,   22,    1,   17
 599,    5,   28,    1,   16
 599,    6,   34,    1,   15
 599,    7,   40,    1,   14
 599,    8,   46,    1,   13
 599,    9,   52,    1,   12
 599,   10,   58,    1,   11
 599,   11,   64,    1,   10
   0,  600,    0,   10,   55
 600,    1,    5,   10,   54
 600,    2,   11,   10,   53
 600,    3,   17,   10,   52
 600,    4,   23,   10,   51
 600,    5,   29,   10,   50
 600,    6,   35,   10,   49
 600,    7,   41,   10,   48
 600,    8,   47,   10,   47
 600,    9,   53,   10,   46
 600,   10,   59,   10,   45
   0,  601,    0,    0,   39
 601,    1,    0,    0,   38
 601,    2,    6,    0,   37
 601,    3,   12,    0,   36
 601,    4,   18,    0,   35
 601,    5,   24,    0,   34
 601,    6,   30,    0,   33
 601,    7,   36,    0,   32
 601,    8,   42,    0,   31
 601,    9,   48,    0,   30
 601,   10,   54,    0,   29
 601,   11,   60,    0,   28
   0,  602,    0,   10,   62
 602,    1,    1,   10,   61
 602,    2,    7,   10,   60
 602,    3,   13,   10,   59
 602,    4,   19,   10,   58
 602,    5,   25,   10,   57
 602,    6,   31,   10,   56
 602,    7,   37,   10,   55
 602,    8,   43,   10,   54
 602,    9,   49,   10,   53
 602,   10,   55,   10,   52
 602,   11,   61,   10,   51
   0,  603,    0,    1,   16
 603,    1,    2,    1,   15
 603,    2,    8,    1,   14
 603,    3,   14,    1,   13
 603,    4,   20,    1,   12
 603,    5,   26,    1,   11
 603,    6,   32,    2,   11
 603,    7,   38,    3,   11
 603,    8,   44,    4,   11
 603,    9,   50,    5,   11
 603,   10,   56,    6,   11
 603,   11,   62,    7,   11
   0,  604,    0,    0,   59
 604,    1,    3,    1,   59
 604,    2,    9,    2,   59
 604,    3,   15,    3,   59
 604,    4,   21,    4,   59
 604,    5,   27,    5,   59
 604,    6,   33,    6,   59
 604,    7,   39,    7,   59
 604,    8,   45,    8,   59
 604,    9,   51,    9,   59
 604,   10,   57,   10,   59
 604,   11,   63,   11,   59
   0,  605,    0,   11,   64
 605,    1,    4,   11,   63
 605,    2,   10,   11,   62
 605,    3,   16,   11,   61
 605,    4,   22,   11,   60
 605,    5,   28,   10,   60
 605,    6,   34,    9,   60
 605,    7,   40,    8,   60
 605,    8,   46,    7,   60
 605,    9,   52,    6,   60
 605,   10,   58,    5,   60
   0,  606,    0,    1,   46
 606,    1,    4,    1,   45
 606,    2,   10,    2,   45
 606,    3,   16,    3,   45
 606,    4,   22,    4,   45
 606,    5,   28,    5,   45
 606,    6,   34,    6,   45
 606,    7,   40,    7,   45
 606,    8,   46,    8,   45
 606,    9,   52,    9,   45
 606,   10,   58,   10,   45
 606,   11,   64,   11,   45
   0,  607,    0,    0,   57
 607,    1,    5,    0,   56
 607,    2,   11,    0,   55
 607,    3,   17,    0,   54
 607,    4,   23,    0,   53
 607,    5,   29,    0,   52
 607,    6,   35,    0,   51
 607,    7,   41,    0,   50
 607,    8,   47,    0,   49
 607,    9,   53,    0,   48
 607,   10,   59,    0,   47
   0,  608,    0,    1,   63
 608,    1,    0,    1,   62
 608,    2,    6,    1,   61
 608,    3,   12,    1,   60
 608,    4,   18,    1,   59
 608,    5,   24,    1,   58
 608,    6,   30,    1,   57
