nExp,  A0x,  A0y,  A1x,  A1y,  A2x,  A2y,  A3x,  A3y,  A4x,  A4y,  A5x,  A5y,  A6x,  A6y,  A7x,  A7y,  A8x,  A8y,  A9x,  A9y,  A10x,  A10y,  A11x,  A11y,  A12x,  A12y,  A13x,  A13y,  A14x,  A14y,  A15x,  A15y,  A16x,  A16y,  A17x,  A17y,  A18x,  A18y,  A19x,  A19y 
 621,    0,   49,   10,   41,   11,   60,   10,   37,   11,   65,    0,   57,   10,   59,   10,   58,    1,   38,   10,   46,   10,   44,   11,   55,    1,   28,    1,   52,    1,   14,   11,   55,   11,   57,    1,   48,   10,   44,   10,   56
 622,   11,   64,    0,   50,    1,   28,    0,   63,   10,   37,   11,   63,   10,   49,   11,   56,    0,   37,    1,   27,   10,   54,   10,   41,   10,   39,   10,   39,   11,   62,    0,   36,    0,   22,    1,   25,    1,   58,   11,   61
 623,    0,   29,   11,   55,   11,   64,   11,   54,   11,   54,   11,   60,    0,   49,    1,   51,    0,   20,    0,   22,    0,   32,    0,   21,   10,   46,   11,   63,   11,   58,    0,   58,    1,   24,    0,   18,   11,   56,   10,   59
 624,   10,   56,    0,   18,    0,   55,    1,   27,   11,   62,    0,   19,    1,   47,   11,   60,    1,   18,    1,   31,    1,   15,    0,   35,    1,   50,   10,   50,   10,   36,    0,   37,   10,   63,    1,   14,    1,   24,    1,   21
 625,    0,   46,    1,   58,    1,   27,    0,   46,    0,   51,    0,   33,   11,   54,   10,   45,    1,   62,   10,   42,    1,   34,   10,   65,    1,   59,    0,   50,    1,   49,   10,   60,   10,   61,   10,   59,    1,   36,    1,   55
 626,   11,   60,   10,   46,    1,   18,    1,   20,    0,   32,   11,   61,    1,   63,   11,   55,    1,   12,   10,   65,   10,   63,    1,   12,    0,   40,   11,   62,   11,   56,   10,   56,   10,   61,   11,   56,   10,   52,    1,   26
 627,   10,   42,   10,   39,    1,   64,    1,   22,   10,   64,   11,   60,   10,   37,   10,   61,    0,   22,   11,   58,   10,   38,   11,   55,   11,   55,   11,   64,   10,   57,   10,   53,    1,   53,    0,   44,   11,   58,    1,   38
 628,   10,   52,   10,   45,    1,   50,    0,   18,   11,   56,    1,   25,   10,   46,   10,   56,   11,   60,   10,   43,   11,   62,    0,   42,    1,   52,   10,   64,    0,   28,   10,   42,   11,   54,    1,   38,   10,   65,   10,   51
 629,    0,   65,   11,   57,   10,   42,   10,   54,   11,   55,   10,   38,    0,   40,    0,   26,   11,   57,   10,   38,    0,   59,    0,   53,    0,   54,   10,   51,    1,   28,   10,   38,    0,   39,   10,   42,   10,   50,   11,   58
 630,    0,   25,   11,   57,   10,   50,   11,   54,   11,   62,   11,   65,    1,   48,   10,   48,    0,   52,    0,   32,   10,   37,   10,   63,    0,   29,    1,   63,    1,   34,   11,   56,   11,   57,    0,   39,    1,   14,   10,   54
 631,   10,   64,    1,   20,   10,   53,   10,   46,    1,   12,    0,   49,    0,   53,    1,   39,    1,   35,    1,   45,   11,   65,    1,   40,    1,   60,   10,   59,   10,   51,    1,   38,   10,   43,    0,   59,   10,   45,    0,   61
 632,    1,   54,    0,   43,   11,   58,    0,   50,    0,   19,   11,   57,    1,   46,    0,   39,    1,   63,   10,   54,    0,   64,   11,   56,   11,   60,    1,   50,   11,   59,    0,   43,    1,   22,    0,   20,   10,   49,   10,   40
 633,    0,   40,    0,   25,   11,   57,   10,   65,    0,   26,   11,   61,    0,   36,   10,   53,    0,   41,   10,   53,    0,   62,    1,   48,    0,   40,   10,   47,    1,   39,   11,   56,    0,   27,    0,   50,    1,   45,    0,   40
 634,   11,   57,   10,   38,   11,   56,   10,   57,   11,   61,    0,   18,   10,   45,    1,   23,   10,   57,   10,   54,    0,   46,    0,   49,    1,   21,    1,   50,    0,   54,   10,   42,    1,   63,    1,   57,    1,   12,   10,   56
 635,   10,   46,   10,   49,    1,   59,    0,   18,   11,   63,    0,   23,   10,   52,    1,   33,   10,   48,   10,   47,    1,   14,   11,   59,   11,   61,    1,   62,   11,   57,   10,   52,   10,   38,    0,   30,    0,   57,   11,   64
 636,   11,   62,    1,   26,   10,   64,    1,   59,   11,   56,    0,   23,   11,   56,    1,   18,    0,   18,    0,   43,    0,   43,    0,   19,    1,   39,    1,   50,    0,   27,   10,   65,   10,   60,    1,   48,   11,   65,    1,   57
 637,    1,   16,    1,   35,   11,   58,    0,   46,    0,   30,   11,   64,    1,   22,    0,   19,   10,   48,   11,   65,    0,   33,   10,   50,    1,   41,   11,   64,   11,   54,   11,   60,    0,   21,   10,   40,    0,   23,   11,   65
 638,   10,   50,    0,   34,    0,   31,   10,   64,   11,   54,    0,   45,   11,   54,   11,   60,   10,   36,   11,   62,   11,   62,   11,   64,    0,   38,   11,   56,   11,   65,    1,   55,    1,   19,    0,   39,   11,   60,   10,   54
 639,   10,   45,   10,   51,    0,   43,    1,   23,   11,   58,   11,   60,    0,   44,    1,   15,   11,   54,   11,   56,   11,   56,   10,   47,   11,   59,    0,   49,   11,   64,    0,   49,    1,   31,    0,   61,   11,   65,    0,   50
 640,    1,   26,    1,   45,    0,   21,   10,   63,    1,   28,    0,   40,    1,   49,    1,   16,   11,   62,   10,   47,   11,   55,   10,   40,    0,   61,    1,   27,    1,   21,    0,   63,   11,   65,   11,   63,   10,   43,   10,   54
 641,   10,   60,   10,   41,   10,   48,    0,   47,    0,   43,   10,   49,   10,   64,   10,   54,   10,   50,   11,   55,   11,   55,   10,   59,    0,   65,    0,   40,   11,   57,    0,   59,    1,   14,    1,   35,    0,   44,    0,   25
 642,   11,   58,    1,   54,   10,   40,    1,   44,    0,   61,    1,   31,    0,   24,    1,   32,   10,   37,    1,   48,    1,   35,    0,   20,   10,   56,   11,   60,   11,   62,    0,   55,   10,   64,   10,   60,    1,   53,   11,   55
 643,   11,   61,   11,   60,    0,   57,    0,   20,   11,   62,    1,   38,   11,   57,    0,   60,    0,   54,    1,   35,   11,   65,    0,   47,    0,   64,   11,   65,    1,   57,    1,   65,    1,   24,    0,   39,    0,   21,    1,   54
 644,    0,   64,   10,   49,   10,   61,    1,   36,    1,   61,    1,   62,    0,   30,    1,   61,    0,   22,    1,   23,   11,   60,    1,   34,    1,   37,    0,   50,    1,   22,   10,   36,    0,   40,   10,   60,    0,   49,    0,   40
 645,    0,   27,   11,   57,   10,   40,    1,   19,   10,   55,    0,   25,    0,   32,   11,   63,   11,   55,    1,   52,   10,   55,    0,   25,    1,   62,    0,   29,    0,   29,   11,   59,   11,   55,    1,   25,    0,   43,    0,   52
 646,   11,   57,   11,   57,   11,   55,   10,   45,    1,   60,    0,   45,   11,   64,    1,   35,   11,   56,    1,   38,   10,   60,   11,   55,   11,   62,   11,   54,    0,   25,   10,   36,    0,   29,    1,   25,   10,   63,    1,   18
 647,    1,   55,    0,   55,    0,   41,   10,   50,    1,   56,   10,   64,    1,   50,    0,   39,   10,   52,    1,   17,    0,   27,    0,   60,    0,   30,    0,   60,    1,   28,    1,   63,   10,   39,   10,   60,    1,   28,    0,   48
 648,    0,   38,    0,   25,   10,   64,    1,   52,   11,   58,    1,   52,    0,   21,    1,   47,   10,   62,   10,   51,    1,   22,    1,   60,    1,   28,    1,   60,   10,   59,    0,   62,   10,   46,   11,   58,   10,   38,   11,   56
 649,   11,   63,    1,   65,    1,   58,   11,   58,    0,   54,    1,   13,    0,   60,   10,   59,    1,   51,    0,   61,   11,   56,   11,   65,   11,   61,   10,   57,   10,   48,    1,   58,   10,   55,    0,   18,   10,   54,   11,   62
 650,   11,   65,   10,   39,   10,   43,   11,   54,   11,   62,   11,   65,   11,   58,    0,   32,    1,   40,    1,   48,    0,   51,   11,   55,   10,   47,    1,   37,    1,   44,   10,   37,    0,   62,   11,   64,   11,   62,    1,   13
 651,   10,   56,    1,   45,    0,   23,   11,   63,   11,   55,   10,   65,   11,   58,   11,   57,    1,   25,    1,   15,   10,   58,    0,   41,   11,   56,   11,   55,    1,   60,    1,   17,    1,   59,   11,   56,    0,   28,   11,   59
 652,    0,   49,   11,   59,   10,   54,   10,   52,    1,   62,   10,   62,    1,   48,    1,   31,   10,   60,    1,   35,   10,   40,    1,   55,   10,   56,   11,   61,   11,   58,    0,   44,   10,   37,   10,   49,   10,   64,    1,   55
 653,    1,   37,   10,   48,   10,   61,    0,   57,    0,   65,    0,   53,    1,   51,    0,   30,   11,   63,    0,   35,   10,   49,   10,   60,    1,   20,    1,   21,    1,   61,   10,   53,    1,   24,   11,   58,    1,   48,    1,   46
 654,    1,   36,   10,   51,   11,   54,   11,   55,   10,   57,    1,   61,   10,   47,    0,   25,    1,   58,    1,   31,   10,   58,   10,   37,    0,   44,   10,   46,   10,   50,    1,   54,   11,   56,    1,   64,   11,   60,    1,   42
 655,   11,   55,   10,   49,   11,   60,    0,   21,   11,   63,   11,   57,   10,   43,    0,   61,   10,   49,    1,   23,   11,   65,   11,   55,   11,   60,    0,   52,   10,   43,   10,   58,    1,   62,   10,   46,   11,   60,    1,   51
 656,    1,   44,   11,   63,   10,   53,    0,   22,    0,   29,   10,   52,    1,   13,   11,   62,   10,   50,    0,   35,    1,   50,    1,   41,    1,   59,    1,   26,   10,   47,   10,   47,    0,   37,    0,   53,    1,   24,   10,   44
 657,    1,   30,    1,   48,    1,   63,    0,   61,    1,   63,   11,   60,   10,   51,    0,   24,    0,   22,    1,   38,   11,   55,    0,   23,    1,   38,   10,   44,   10,   46,   11,   58,    1,   53,   10,   39,   11,   63,   10,   41
 658,   11,   55,   11,   61,   11,   65,   10,   39,    0,   58,   10,   63,    0,   44,    0,   55,   10,   54,    1,   12,    0,   50,    1,   18,    1,   34,    0,   53,   11,   62,    0,   65,    0,   43,    0,   35,    0,   45,    1,   24
 659,    1,   18,   10,   50,   11,   62,   11,   65,   10,   49,    1,   61,    1,   41,   10,   50,   11,   62,    0,   55,   10,   39,    0,   44,   10,   63,   11,   56,    1,   28,   11,   63,    0,   38,   10,   64,   11,   55,    0,   25
 660,   10,   59,    0,   57,    1,   32,    0,   46,    1,   42,    0,   65,    1,   24,    0,   58,    1,   34,    1,   23,   10,   50,    0,   59,   10,   43,   10,   39,    1,   61,   10,   40,   11,   59,   10,   65,    1,   19,   11,   60
 661,    1,   62,    0,   18,    1,   62,    1,   53,   10,   46,    0,   18,   10,   46,    0,   34,   10,   56,   10,   62,    0,   58,   10,   64,   11,   59,    1,   34,    1,   45,   11,   61,    1,   12,    0,   22,   11,   63,   10,   48
 662,    1,   39,    1,   64,   10,   39,   10,   42,   10,   48,    0,   31,    1,   36,   11,   58,    0,   25,    1,   49,    1,   55,   10,   39,   10,   53,    0,   35,    0,   43,    1,   44,    1,   22,    0,   45,   11,   64,    0,   36
 663,    1,   22,   11,   58,   11,   61,   11,   54,    1,   36,    1,   61,   11,   61,   11,   60,   10,   43,   10,   54,    0,   39,   11,   63,   11,   65,    0,   36,    0,   34,    1,   61,    0,   26,   10,   40,    0,   47,    1,   61
 664,   10,   38,   10,   50,   11,   65,    1,   51,    1,   51,   10,   51,   11,   64,   10,   59,    0,   28,   11,   64,    1,   18,    0,   52,    0,   31,    1,   48,   10,   53,   10,   39,    0,   49,   11,   55,    0,   25,    0,   19
 665,   10,   39,    1,   54,   11,   54,   11,   54,    1,   53,    1,   42,   11,   58,   10,   46,    0,   27,    0,   32,   11,   63,    1,   25,   11,   56,   10,   43,   11,   65,    1,   49,   11,   63,    1,   60,    1,   25,   10,   41
 666,    0,   18,   10,   63,   11,   56,   11,   56,    1,   55,   11,   63,    1,   38,   11,   58,   11,   64,    0,   59,   10,   47,    1,   64,   10,   45,   11,   59,   11,   56,    0,   65,   11,   57,   10,   58,   11,   64,    1,   27
 667,   10,   50,   10,   53,    0,   20,    0,   22,    1,   35,    0,   20,    0,   22,   10,   60,    1,   12,   11,   54,   10,   61,    1,   13,    0,   34,    0,   58,    0,   63,   10,   47,   10,   46,    0,   52,    0,   54,    1,   58
 668,    1,   59,    0,   44,   11,   60,    1,   60,    1,   28,   10,   53,   10,   45,    1,   27,    1,   45,    1,   19,    1,   21,   11,   62,    0,   52,    1,   63,   10,   36,    0,   35,    1,   20,   10,   61,   11,   65,    1,   14
 669,    0,   24,    0,   51,   11,   58,    1,   18,    0,   65,    1,   53,    1,   48,   10,   58,   10,   56,   11,   65,   11,   64,    1,   26,   11,   60,    1,   23,    0,   33,   11,   65,    1,   60,    0,   49,    0,   38,    0,   43
 670,    0,   43,    0,   57,   10,   46,   10,   57,   11,   58,   10,   40,   10,   40,    1,   14,   11,   65,   10,   59,   11,   62,   11,   65,   11,   64,   11,   65,   10,   50,   11,   60,   10,   39,    1,   56,    1,   38,    0,   29
 671,   10,   41,   11,   55,   10,   61,    0,   48,    1,   25,    1,   52,   10,   38,    1,   48,    0,   37,   10,   48,   10,   36,   10,   50,   11,   64,   10,   43,    1,   46,    0,   52,   11,   58,   10,   37,    0,   23,   11,   57
 672,    1,   56,   11,   62,    1,   43,   11,   60,   11,   63,   11,   62,   10,   36,   11,   65,    1,   38,   11,   57,    1,   30,    1,   36,   11,   63,   11,   60,   11,   58,    0,   40,   10,   55,   11,   59,    0,   27,   11,   56
 673,   10,   51,   11,   65,   10,   39,   11,   61,    0,   48,    0,   43,    1,   46,    0,   20,    1,   13,    1,   54,    1,   47,   10,   37,    1,   53,    1,   21,    0,   34,    1,   23,    0,   36,    1,   44,   11,   64,    0,   52
 674,   11,   59,    1,   19,    1,   53,   10,   52,    0,   24,    1,   37,    1,   29,    1,   59,    1,   41,    0,   28,    0,   36,    1,   42,    0,   19,    1,   44,   10,   45,   10,   61,   10,   54,    0,   19,   10,   54,   11,   61
 675,   10,   59,   11,   64,   10,   46,   10,   43,   11,   56,   10,   51,   10,   64,    1,   37,    0,   47,   11,   57,   10,   57,   10,   41,   11,   57,   11,   61,   11,   55,    1,   47,    1,   20,    0,   42,    1,   37,    1,   43
 676,   10,   53,   11,   63,    0,   43,   10,   63,   10,   42,   10,   47,   10,   60,    1,   38,   10,   62,   10,   42,   10,   61,   11,   63,   11,   64,   10,   65,    0,   29,    0,   20,    0,   56,    1,   32,    1,   32,   10,   58
 677,   10,   41,    1,   61,    1,   21,    1,   37,   10,   48,   11,   58,   10,   39,    1,   60,    1,   43,    1,   46,    0,   37,    1,   19,   11,   55,    0,   58,    0,   35,   10,   60,    1,   42,    1,   32,    0,   54,   10,   40
 678,   11,   56,   10,   45,    0,   46,   11,   55,    0,   55,   10,   44,    0,   27,   10,   46,   11,   58,    0,   18,    1,   59,    1,   15,    1,   62,    1,   34,    0,   40,   10,   56,    0,   51,    1,   40,    0,   47,   10,   42
 679,   10,   44,    1,   34,   11,   65,    1,   64,   10,   46,    1,   50,   11,   59,   11,   65,   10,   61,   10,   64,   10,   64,   10,   40,   10,   49,    0,   46,    0,   26,    1,   51,    0,   20,    0,   51,   11,   59,   11,   57
 680,    1,   32,   11,   61,   11,   55,   10,   64,    1,   15,    0,   51,    0,   33,   10,   40,   10,   40,    0,   35,   10,   54,    0,   62,   10,   61,   10,   58,   11,   54,    0,   45,    1,   46,   10,   41,   11,   64,    0,   26
 681,    0,   49,   11,   64,    1,   15,   11,   65,    0,   24,    1,   62,   10,   63,    0,   57,   10,   46,   11,   65,   11,   63,    0,   25,   10,   63,    0,   55,    0,   25,   10,   47,    1,   38,    0,   45,    1,   29,    1,   36
 682,    1,   40,   11,   55,   11,   58,    1,   61,   10,   61,    0,   54,   11,   56,    0,   46,   10,   50,    0,   65,    1,   28,    1,   41,   11,   60,   10,   63,    1,   54,   10,   43,   11,   57,   11,   59,    0,   37,    1,   64
 683,    1,   59,   11,   63,   11,   55,   11,   62,    0,   62,   10,   37,   10,   57,   11,   64,   11,   58,    0,   39,    0,   47,   10,   45,    0,   59,    1,   56,   11,   62,   10,   44,   10,   58,   11,   54,    1,   41,    0,   26
 684,    1,   35,    0,   51,    0,   62,    1,   45,   11,   62,    0,   52,    1,   15,   11,   65,    1,   22,   10,   39,   11,   55,   11,   63,    1,   48,   10,   50,    0,   47,   10,   45,    0,   36,   11,   55,   10,   51,    1,   52
 685,   10,   38,    0,   64,    1,   53,   11,   64,   10,   65,    1,   55,   10,   51,   10,   56,   10,   61,    0,   53,   10,   36,   11,   59,   11,   61,   11,   63,    0,   52,    0,   49,    0,   45,   10,   49,    0,   65,    1,   62
 686,    0,   39,   11,   64,    1,   46,   10,   53,    1,   60,   10,   54,   10,   59,   10,   54,   11,   64,    0,   63,    0,   34,    1,   53,   10,   44,   10,   65,    1,   15,    1,   31,   10,   61,   11,   54,   11,   59,    1,   48
 687,   10,   61,    0,   36,   10,   60,    0,   41,   10,   36,    0,   32,   11,   57,   10,   59,    0,   38,    0,   54,   11,   64,    1,   19,   11,   63,    0,   43,    1,   25,   10,   56,   10,   54,   10,   60,   11,   64,   10,   42
 688,   11,   60,   10,   60,   11,   61,    1,   15,    1,   57,    1,   55,   11,   56,   11,   62,    1,   61,    0,   55,   10,   38,    1,   64,   10,   47,    0,   24,   11,   57,   10,   48,    1,   44,   11,   63,    1,   55,    0,   34
 689,   11,   58,    0,   53,   10,   55,   10,   39,   11,   55,   11,   64,    0,   27,   11,   54,   10,   40,    1,   31,    1,   34,    0,   33,    0,   53,   10,   56,    1,   35,    0,   53,   11,   61,   10,   52,   10,   44,   11,   61
 690,    1,   46,    0,   48,   10,   52,    0,   55,   10,   52,    1,   16,    0,   59,    1,   46,   10,   39,   11,   57,    0,   27,   10,   53,   10,   51,   10,   40,    1,   63,    1,   53,   11,   56,    1,   20,    1,   58,   10,   41
 691,    0,   32,   10,   42,    1,   39,   10,   53,   10,   44,   10,   56,   10,   42,   10,   59,   10,   47,   10,   49,   11,   58,   10,   37,    1,   33,    1,   15,   10,   40,   11,   54,    1,   21,    0,   37,   10,   44,    1,   61
 692,    0,   55,    1,   55,    0,   43,    0,   26,   10,   46,    0,   56,    1,   43,   11,   57,    1,   30,   11,   64,    1,   13,   11,   64,   10,   56,   10,   58,   11,   59,    1,   61,    0,   54,   10,   37,    0,   57,   11,   61
